age,workclass,edu_level,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,pred
44,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,1.0
61,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,0.0
46,State-gov,9,Separated,Adm-clerical,Unmarried,White,Female,37,United-States,0,0.0
32,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.0
29,Private,9,Never-married,Sales,Not-in-family,White,Female,35,United-States,0,0.0
48,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0.0
32,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,30,United-States,0,0.0
21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,35,United-States,0,0.0
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,1.0
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,1,1.0
51,Private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,0,0.0
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.0
27,Private,13,Never-married,Protective-serv,Own-child,White,Female,40,United-States,0,0.0
70,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,United-States,0,0.0
33,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.0
65,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1,0.0
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
30,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,0.0
43,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,1.0
31,Private,5,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0.0
64,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,0,0.0
37,Local-gov,10,Separated,Protective-serv,Own-child,Other,Male,52,United-States,0,0.0
49,Self-emp-not-inc,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,0,0.0
29,Private,7,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,0,0.0
35,Local-gov,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0.0
37,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,1.0
42,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,1.0
23,Private,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.0
35,Local-gov,9,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0,0.0
29,State-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.0
23,Private,10,Never-married,Other-service,Unmarried,White,Female,25,United-States,0,0.0
45,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.0
38,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,0,0.0
23,Private,9,Never-married,Sales,Unmarried,White,Female,48,United-States,0,0.0
39,Self-emp-not-inc,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,60,Iran,0,0.0
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,1.0
68,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,43,United-States,0,0.0
60,Federal-gov,11,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,1,0.0
41,Private,8,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,0,0.0
48,Private,9,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,0,0.0
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.0
48,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
23,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0,0.0
26,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.0
55,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,1.0
35,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,0,1.0
52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,1.0
46,State-gov,9,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,0,0.0
18,Private,9,Never-married,Other-service,Own-child,White,Female,30,United-States,0,0.0
62,Local-gov,9,Divorced,Transport-moving,Other-relative,White,Male,40,United-States,0,0.0
22,Private,10,Never-married,Transport-moving,Own-child,White,Female,30,United-States,0,0.0
40,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.0
26,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.0
35,Private,12,Married-spouse-absent,Sales,Own-child,Black,Female,36,United-States,0,0.0
25,Self-emp-not-inc,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,40,United-States,0,0.0
41,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,45,United-States,1,0.0
59,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Italy,1,0.0
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,0,0.0
23,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,40,Puerto-Rico,0,0.0
67,Self-emp-not-inc,14,Widowed,Prof-specialty,Not-in-family,White,Male,2,United-States,1,0.0
60,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,48,United-States,1,0.0
39,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,1.0
32,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1,0.0
26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0,0.0
39,Private,9,Divorced,Tech-support,Unmarried,White,Female,50,United-States,0,0.0
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.0
29,Private,7,Divorced,Craft-repair,Unmarried,White,Female,52,United-States,0,0.0
43,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,1.0
23,Private,10,Never-married,Tech-support,Own-child,White,Male,25,United-States,0,0.0
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,1.0
33,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,1,1.0
45,Private,9,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,0,0.0
48,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0,0.0
43,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,1.0
50,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0.0
63,Private,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,1,0.0
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.0
22,Private,13,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,0,0.0
32,Self-emp-not-inc,9,Never-married,Other-service,Unmarried,White,Male,60,United-States,0,0.0
27,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,1.0
22,Private,13,Never-married,Sales,Own-child,White,Female,15,United-States,0,0.0
44,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,68,United-States,0,0.0
34,Private,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,0,0.0
28,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.0
40,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,1,1.0
45,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,0,0.0
17,Private,6,Never-married,Other-service,Own-child,White,Male,15,United-States,0,0.0
53,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.0
58,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,1.0
55,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States,0,0.0
44,Local-gov,11,Never-married,Craft-repair,Not-in-family,White,Male,44,United-States,0,0.0
40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0,0.0
58,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,1.0
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.0
62,Private,5,Never-married,Priv-house-serv,Not-in-family,Black,Female,22,United-States,0,0.0
31,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,0,0.0
31,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,0,0.0
30,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0,0.0
37,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Mexico,0,0.0
38,Local-gov,9,Never-married,Craft-repair,Not-in-family,White,Male,40,Canada,0,0.0
58,Local-gov,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,0.0
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,1.0
28,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.0
46,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,70,United-States,0,0.0
34,Private,13,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,0.0
39,Self-emp-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,99,United-States,0,0.0
61,Self-emp-inc,10,Widowed,Sales,Not-in-family,White,Female,20,United-States,0,0.0
30,Self-emp-not-inc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.0
31,Private,9,Separated,Other-service,Not-in-family,White,Female,40,United-States,0,0.0
21,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,0.0
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,58,United-States,0,0.0
47,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,33,United-States,0,0.0
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.0
23,Private,13,Never-married,Other-service,Own-child,White,Female,30,United-States,0,0.0
46,Private,2,Separated,Other-service,Not-in-family,White,Female,40,Mexico,0,0.0
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,45,United-States,0,0.0
33,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,1.0
30,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,30,United-States,0,0.0
43,Local-gov,10,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,0,0.0
23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,60,United-States,0,0.0
25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.0
50,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,1.0
44,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,24,United-States,1,1.0
26,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.0
35,Private,16,Never-married,Prof-specialty,Not-in-family,White,Female,80,United-States,1,0.0
48,Self-emp-not-inc,9,Divorced,Prof-specialty,Not-in-family,White,Male,15,United-States,0,0.0
26,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,0.0
41,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,0.0
25,Private,13,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0.0
33,Private,11,Never-married,Prof-specialty,Unmarried,White,Female,55,United-States,0,0.0
24,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0,1.0
31,Private,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.0
24,Local-gov,12,Never-married,Prof-specialty,Own-child,White,Female,2,United-States,0,0.0
41,Private,5,Never-married,Priv-house-serv,Unmarried,White,Female,40,Columbia,0,0.0
38,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0.0
19,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.0
19,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,0.0
24,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.0
67,Private,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,55,United-States,1,1.0
49,Private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,0.0
35,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,1.0
44,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,1.0
22,Private,12,Never-married,Protective-serv,Own-child,White,Male,60,United-States,0,0.0
21,State-gov,10,Never-married,Exec-managerial,Own-child,White,Male,10,United-States,0,0.0
50,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0,0.0
44,Local-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,0,1.0
36,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,0.0
30,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,Cuba,1,0.0
52,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.0
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,90,United-States,0,0.0
48,Local-gov,11,Never-married,Protective-serv,Unmarried,White,Male,48,United-States,0,0.0
23,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.0
37,Private,14,Never-married,Sales,Not-in-family,White,Male,50,United-States,0,0.0
44,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,1.0
44,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1,0.0
36,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.0
26,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,United-States,0,0.0
31,Self-emp-inc,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,1,0.0
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.0
53,Private,9,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,0,0.0
52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,1.0
55,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1,0.0
31,Private,6,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.0
55,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.0
48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,1.0
20,Private,9,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0,0.0
50,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,1,0.0
45,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,United-States,0,1.0
17,Private,6,Never-married,Handlers-cleaners,Other-relative,White,Male,10,El-Salvador,0,0.0
38,Private,9,Divorced,Other-service,Not-in-family,White,Female,25,United-States,0,0.0
43,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,1,0.0
22,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0,0.0
63,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,0,0.0
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0,1.0
56,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,1.0
43,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,0,1.0
41,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,1,1.0
41,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.0
36,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,0,0.0
59,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,1.0
46,Local-gov,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,1,1.0
23,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,36,United-States,0,0.0
46,Self-emp-not-inc,10,Separated,Prof-specialty,Not-in-family,White,Male,20,United-States,0,0.0
53,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,1.0
47,Private,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,56,Puerto-Rico,0,0.0
46,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.0
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,56,United-States,1,0.0
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,United-States,1,0.0
32,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.0
90,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,1.0
23,Private,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,0,0.0
23,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.0
44,Private,10,Married-civ-spouse,Adm-clerical,Wife,Other,Female,30,Mexico,1,0.0
81,Self-emp-inc,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,28,United-States,0,1.0
17,Private,6,Never-married,Other-service,Own-child,Black,Female,12,United-States,0,0.0
56,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,1.0
58,Federal-gov,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
45,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,1,1.0
25,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.0
36,Private,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,35,Philippines,1,1.0
32,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,24,United-States,1,0.0
25,Private,9,Never-married,Other-service,Other-relative,White,Male,30,United-States,0,0.0
29,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0.0
23,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,60,United-States,0,0.0
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,1.0
48,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1,1.0
29,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,0.0
55,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
30,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,Vietnam,0,0.0
45,Private,10,Widowed,Other-service,Unmarried,Black,Female,40,United-States,0,0.0
50,Private,9,Divorced,Craft-repair,Own-child,White,Male,40,Puerto-Rico,0,0.0
22,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0,0.0
80,Local-gov,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,32,United-States,0,0.0
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,United-States,0,0.0
20,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States,0,0.0
29,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0,0.0
56,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.0
63,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,1.0
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.0
38,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,0,0.0
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
21,Private,10,Never-married,Sales,Own-child,White,Male,35,United-States,0,0.0
47,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States,1,0.0
25,Local-gov,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,0,0.0
31,Private,10,Separated,Adm-clerical,Unmarried,Black,Female,38,United-States,0,0.0
28,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.0
38,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,0,1.0
30,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,1.0
39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,1.0
26,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.0
47,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0,0.0
27,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0,0.0
43,Private,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,32,United-States,0,0.0
32,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,0,0.0
20,Private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,30,Philippines,0,0.0
21,Local-gov,8,Never-married,Handlers-cleaners,Unmarried,Black,Female,20,United-States,0,0.0
32,Private,11,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.0
37,Private,11,Divorced,Machine-op-inspct,Not-in-family,Black,Male,48,United-States,0,0.0
45,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Vietnam,0,0.0
37,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,1.0
24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,25,United-States,0,0.0
23,Private,10,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0,0.0
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,1,0.0
71,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.0
51,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.0
52,Self-emp-not-inc,10,Never-married,Adm-clerical,Unmarried,White,Male,5,United-States,0,0.0
30,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,0.0
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.0
38,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.0
43,Federal-gov,11,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,1,0.0
43,Private,7,Never-married,Transport-moving,Not-in-family,White,Male,42,United-States,0,0.0
36,Federal-gov,10,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,1,0.0
24,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.0
55,Private,6,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,0,0.0
51,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,1.0
43,Local-gov,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0,0.0
28,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0,0.0
54,Private,12,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,1.0
47,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,1.0
47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1,1.0
47,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,57,United-States,1,0.0
38,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,35,United-States,0,0.0
60,Self-emp-not-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,0.0
19,Private,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,25,United-States,0,0.0
22,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,25,United-States,0,0.0
55,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,1.0
44,Private,10,Separated,Sales,Other-relative,Black,Female,35,United-States,0,0.0
53,Self-emp-not-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,67,Italy,1,0.0
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,1.0
28,Federal-gov,13,Never-married,Protective-serv,Not-in-family,White,Male,50,United-States,0,0.0
30,Local-gov,10,Never-married,Transport-moving,Unmarried,Black,Female,40,United-States,0,0.0
39,Local-gov,9,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,40,United-States,0,0.0
43,State-gov,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.0
24,Private,13,Never-married,Sales,Other-relative,White,Female,40,United-States,0,0.0
27,Local-gov,11,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,0,0.0
64,Self-emp-not-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,Canada,0,0.0
41,Local-gov,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1,0.0
28,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,0.0
61,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0,0.0
27,Private,7,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,0,0.0
49,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,32,United-States,0,0.0
20,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
41,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.0
28,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.0
36,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.0
44,Self-emp-not-inc,13,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0,0.0
51,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,1,1.0
40,Private,10,Divorced,Prof-specialty,Unmarried,Black,Female,38,United-States,0,0.0
19,Private,9,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,0,0.0
54,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0,1.0
55,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.0
57,Private,11,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.0
29,Private,10,Separated,Priv-house-serv,Not-in-family,White,Female,30,Guatemala,0,0.0
51,Private,9,Divorced,Sales,Unmarried,White,Female,43,United-States,0,0.0
44,Private,9,Divorced,Other-service,Not-in-family,White,Male,37,United-States,0,0.0
35,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,42,United-States,0,0.0
40,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0,0.0
46,Private,4,Separated,Other-service,Not-in-family,White,Female,32,United-States,0,0.0
25,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1,0.0
33,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,36,United-States,0,0.0
32,Private,10,Never-married,Machine-op-inspct,Other-relative,White,Female,40,Holand-Netherlands,0,0.0
